State,District,Village,Rainfall_Level,Humidity_Level,Flood_Risk,Air_Temperature_C,Water_pH,Turbidity,Dissolved_Oxygen,BOD,COD,Nitrate,Fecal_Coliform,Arsenic,Lead,Sanitation_Coverage(%),Sewage_Treatment_Quality,Wind_Speed_kmh,Solar_Radiation_Wm2,Land_Use_Type,Waste_Management_Quality,Population_Density_per_km2,Total_Dissolved_Solids,Chloride,Sulphate,Ammonia,Heavy_Metals_Index,Water_Temperature_C,Overall_Risk_Level
Manipur,Bishnupur,Bishnupur_Village_19,Very Low,Very Low,High Risk,10.1,7.32,7.58,2.78,4.75,19.47,8.44,14,0.035,0.003,81,Poor,1.7,474.3,Rural,Good,2164,1140.56,121.0,222.95,0.76,4.15,25.8,High Risk
Manipur,Bishnupur,Bishnupur_Village_20,High,Low,High Risk,30.3,7.11,0.24,9.88,3.99,5.9,44.7,192,0.013,0.027,14,Moderate,17.3,949.1,Urban,Poor,3513,1166.48,12.02,178.93,0.71,0.67,25.3,High Risk
Manipur,Chandel,Chandel_Village_1,Very Low,Low,Low,20.9,7.16,3.22,7.78,3.05,6.16,42.62,160,0.069,0.049,1,Moderate,23.4,763.7,Agricultural,Poor,4537,723.33,84.03,52.46,2.03,1.98,14.2,High Risk
Manipur,Chandel,Chandel_Village_2,High Risk,Very Low,Low,34.3,7.18,4.94,2.22,5.69,14.54,21.49,249,0.065,0.012,99,Good,6.3,227.4,Urban,Moderate,4695,650.46,133.86,58.88,1.57,1.21,9.5,High Risk
Manipur,Chandel,Chandel_Village_3,Moderate,Low,Low,26.2,7.99,6.58,7.11,2.58,13.31,3.7,207,0.07,0.002,47,Good,25.4,743.7,Agricultural,Good,3541,808.95,169.03,109.28,0.7,0.55,27.9,High
Manipur,Chandel,Chandel_Village_4,Very Low,High Risk,High,11.7,7.07,5.98,8.74,5.22,5.47,8.66,235,0.017,0.037,83,Moderate,11.1,409.9,Industrial,Good,981,982.59,103.29,192.24,1.51,2.45,27.5,High Risk
Manipur,Chandel,Chandel_Village_5,Low,Low,High,13.3,6.19,9.22,2.26,2.92,1.17,39.54,497,0.066,0.01,10,Poor,31.5,496.0,Urban,Good,1888,196.26,57.39,354.28,2.31,0.43,18.7,High Risk
Manipur,Chandel,Chandel_Village_6,Low,High Risk,Very Low,12.8,6.31,3.88,3.52,2.6,0.98,40.9,379,0.039,0.03,43,Moderate,22.4,201.7,Agricultural,Poor,4283,658.98,129.66,193.4,2.02,2.16,28.6,High
Manipur,Chandel,Chandel_Village_7,High Risk,High,Very Low,25.0,7.15,3.91,6.21,4.56,18.6,31.75,24,0.035,0.024,7,Good,13.4,286.2,Industrial,Poor,3108,1281.07,225.59,4.25,2.05,3.17,30.6,High Risk
Manipur,Chandel,Chandel_Village_8,High Risk,High,High Risk,28.5,8.34,5.98,5.05,1.31,19.78,42.82,362,0.034,0.014,20,Moderate,34.5,531.0,Urban,Good,4398,1461.81,185.43,153.47,0.78,3.65,33.2,High Risk
Manipur,Chandel,Chandel_Village_9,Very Low,High Risk,Moderate,32.2,6.75,8.53,7.2,0.72,10.97,17.55,329,0.015,0.045,77,Moderate,31.4,291.4,Rural,Poor,3133,378.44,9.37,259.65,0.19,1.85,15.9,Moderate
Manipur,Chandel,Chandel_Village_10,Very Low,High Risk,High,25.3,7.52,1.16,7.92,5.68,0.64,7.39,41,0.042,0.035,14,Moderate,26.8,71.6,Industrial,Poor,3415,174.99,72.01,344.72,2.23,4.83,32.8,High Risk
Manipur,Chandel,Chandel_Village_11,Very Low,Low,High,13.1,6.1,2.51,2.64,5.91,12.66,1.66,175,0.064,0.011,13,Good,33.4,834.7,Agricultural,Moderate,1493,57.05,209.58,312.44,2.95,4.07,7.3,High Risk
Manipur,Chandel,Chandel_Village_12,Very Low,Moderate,Very Low,34.8,8.26,4.51,3.64,2.39,17.84,28.02,239,0.088,0.029,11,Poor,13.1,197.6,Rural,Good,4284,82.07,148.15,308.7,0.1,1.97,12.6,Low
Manipur,Chandel,Chandel_Village_13,High Risk,Very Low,Moderate,13.6,6.84,9.91,4.24,2.22,18.69,35.97,208,0.093,0.022,36,Moderate,0.2,311.2,Rural,Poor,2435,1374.63,230.5,124.98,1.52,3.01,6.0,High Risk
Manipur,Chandel,Chandel_Village_14,Low,High,Moderate,21.7,8.14,6.77,3.63,3.83,11.92,45.0,387,0.05,0.009,92,Good,38.3,498.9,Agricultural,Moderate,183,204.96,91.83,4.46,1.05,2.48,26.9,High
Manipur,Chandel,Chandel_Village_15,Very Low,High,High Risk,25.5,7.95,8.71,6.68,1.98,17.33,32.64,365,0.071,0.049,6,Moderate,35.3,243.8,Urban,Poor,4365,1338.6,224.05,74.76,2.16,2.85,24.0,High Risk
Manipur,Chandel,Chandel_Village_16,Very Low,High Risk,High Risk,32.6,6.72,9.2,2.04,5.85,4.39,42.35,208,0.091,0.016,95,Good,37.4,319.7,Urban,Poor,3171,961.79,44.45,41.61,1.94,3.43,19.4,High Risk
Manipur,Chandel,Chandel_Village_17,Very Low,High Risk,Very Low,31.4,8.16,3.77,7.57,3.33,18.96,13.78,187,0.013,0.034,48,Good,2.7,529.7,Agricultural,Moderate,1243,58.59,33.59,42.94,1.9,2.3,29.7,High
Manipur,Chandel,Chandel_Village_18,Very Low,Moderate,Very Low,34.1,8.09,4.91,4.2,5.17,7.85,30.11,334,0.089,0.037,32,Moderate,28.2,325.8,Agricultural,Poor,2520,1457.68,23.37,66.32,0.95,3.97,28.5,High Risk
Manipur,Chandel,Chandel_Village_19,Moderate,Low,High,13.9,6.55,3.1,4.85,4.32,11.19,11.95,256,0.05,0.043,11,Moderate,7.9,554.6,Rural,Poor,2768,625.59,69.24,61.53,2.82,1.58,28.6,High Risk
Manipur,Chandel,Chandel_Village_20,Low,Low,Low,33.5,6.22,4.47,6.83,3.22,19.67,37.99,207,0.087,0.027,62,Good,16.8,275.1,Urban,Poor,2579,1413.58,59.41,139.22,2.3,0.26,28.9,High Risk
Manipur,Churachandpur,Churachandpur_Village_1,Moderate,Low,High,27.5,6.71,4.71,6.52,0.04,17.0,35.42,58,0.053,0.001,4,Poor,17.6,734.8,Agricultural,Moderate,2301,1352.1,81.08,110.26,2.76,1.95,13.3,High
Manipur,Churachandpur,Churachandpur_Village_2,Moderate,Very Low,Very Low,27.5,8.47,6.39,7.4,1.05,7.92,43.69,207,0.002,0.004,77,Moderate,20.4,238.6,Rural,Poor,2409,699.61,14.48,15.76,1.08,1.71,14.0,High
Manipur,Churachandpur,Churachandpur_Village_3,Very Low,Moderate,High,15.0,7.68,2.03,9.11,3.14,8.88,23.63,284,0.026,0.01,82,Good,0.7,844.6,Rural,Good,773,1413.4,74.03,84.06,1.69,4.06,12.8,High Risk
Manipur,Churachandpur,Churachandpur_Village_4,High,Moderate,High Risk,21.3,8.18,5.46,7.28,4.56,0.19,23.71,257,0.043,0.004,63,Good,2.1,741.0,Rural,Moderate,4480,1327.85,136.47,326.14,1.52,1.12,7.0,High Risk
Manipur,Churachandpur,Churachandpur_Village_5,High Risk,High Risk,Moderate,13.0,7.29,4.84,9.86,3.63,18.78,19.89,4,0.097,0.047,56,Good,18.9,533.4,Urban,Poor,3912,502.61,187.22,45.55,2.83,4.89,28.2,High Risk
Manipur,Churachandpur,Churachandpur_Village_6,Moderate,Very Low,High,15.7,6.87,7.84,4.52,2.85,1.75,28.48,1,0.069,0.045,25,Good,3.1,123.9,Industrial,Good,4441,1059.44,14.84,394.12,1.04,3.01,24.2,High Risk
Manipur,Churachandpur,Churachandpur_Village_7,Low,Low,High Risk,16.8,8.48,0.99,6.99,3.15,0.76,10.25,236,0.085,0.008,49,Poor,23.6,941.9,Agricultural,Moderate,4386,645.62,17.36,90.97,0.06,0.07,31.7,High Risk
Manipur,Churachandpur,Churachandpur_Village_8,Moderate,Moderate,Very Low,30.4,6.88,1.16,3.34,2.14,18.45,22.46,273,0.099,0.036,36,Moderate,5.3,449.3,Rural,Good,3816,288.24,133.91,338.6,1.44,4.19,30.0,Moderate
Manipur,Churachandpur,Churachandpur_Village_9,High Risk,Very Low,High,24.0,7.27,2.02,2.49,4.69,2.12,39.07,120,0.08,0.026,16,Moderate,13.8,499.9,Rural,Moderate,198,1322.41,131.31,242.7,2.71,2.29,16.2,High Risk
Manipur,Churachandpur,Churachandpur_Village_10,Very Low,High Risk,Very Low,24.9,7.51,0.58,2.9,5.32,1.38,29.54,115,0.007,0.026,28,Good,18.8,237.1,Rural,Good,915,128.5,80.91,382.18,2.34,0.42,23.0,High
Manipur,Churachandpur,Churachandpur_Village_11,High Risk,Low,High Risk,10.9,6.95,0.36,6.51,2.92,1.14,35.27,68,0.039,0.017,18,Good,0.8,668.7,Industrial,Moderate,1338,754.6,11.59,287.61,2.99,0.35,16.6,High Risk
Manipur,Churachandpur,Churachandpur_Village_12,High Risk,Moderate,High,11.1,8.28,2.34,7.63,1.46,2.6,30.0,205,0.075,0.043,53,Moderate,19.8,920.6,Industrial,Poor,3463,882.15,82.94,59.26,1.78,1.14,33.1,High Risk
Manipur,Churachandpur,Churachandpur_Village_13,High Risk,Moderate,Low,22.7,7.23,4.52,9.25,2.42,11.49,0.94,360,0.058,0.008,88,Moderate,2.8,190.8,Agricultural,Moderate,2650,814.31,50.66,103.05,1.17,3.43,26.0,High Risk
Manipur,Churachandpur,Churachandpur_Village_14,Moderate,Low,Moderate,18.2,8.01,0.62,9.8,3.02,7.88,11.49,406,0.082,0.026,41,Good,30.8,373.7,Rural,Good,2004,1151.53,207.62,142.74,0.43,1.67,5.2,High
Manipur,Churachandpur,Churachandpur_Village_15,High Risk,Moderate,Very Low,17.0,8.11,6.49,9.08,3.49,17.84,36.64,203,0.06,0.016,58,Poor,32.4,352.7,Agricultural,Poor,1828,187.72,127.06,391.35,1.21,1.7,27.1,High Risk
Manipur,Churachandpur,Churachandpur_Village_16,Moderate,Low,High Risk,23.9,7.58,9.93,7.37,1.4,0.97,20.01,288,0.07,0.029,36,Good,34.3,164.8,Rural,Good,975,628.38,171.75,208.96,0.22,2.04,12.7,High Risk
Manipur,Churachandpur,Churachandpur_Village_17,Low,High,Moderate,34.4,7.97,3.07,7.9,4.22,12.14,40.04,289,0.09,0.032,12,Good,33.3,168.7,Urban,Moderate,1074,82.68,15.03,315.61,2.1,1.41,9.0,High
Manipur,Churachandpur,Churachandpur_Village_18,High,High Risk,High,13.5,6.81,6.04,5.06,0.4,3.37,35.49,357,0.0,0.002,55,Moderate,17.6,572.7,Rural,Poor,3333,522.16,99.94,348.33,1.46,3.93,24.7,High Risk
Manipur,Churachandpur,Churachandpur_Village_19,Moderate,High,Very Low,20.5,7.84,5.96,2.52,1.89,19.96,30.15,225,0.016,0.032,94,Poor,4.6,892.3,Industrial,Poor,141,821.15,172.17,396.53,1.31,0.21,26.9,High
Manipur,Churachandpur,Churachandpur_Village_20,Very Low,High,Low,30.5,6.84,4.83,5.44,4.86,19.47,9.51,476,0.083,0.015,53,Moderate,24.9,164.3,Rural,Moderate,972,628.4,224.65,150.06,2.66,3.71,33.3,High Risk
Manipur,Imphal East,Imphal East_Village_1,High,High Risk,High,10.9,6.14,7.77,2.06,0.17,8.74,15.35,280,0.075,0.02,59,Poor,31.6,890.8,Rural,Poor,1681,1427.2,53.73,202.94,2.19,0.87,33.5,High Risk
Manipur,Imphal East,Imphal East_Village_2,High,Moderate,High Risk,34.3,7.58,8.81,4.81,1.82,9.15,27.38,281,0.095,0.043,81,Moderate,10.7,476.2,Rural,Poor,975,519.87,143.64,63.72,2.21,2.63,26.1,High Risk
Manipur,Imphal East,Imphal East_Village_3,High,Very Low,Moderate,29.6,8.02,5.37,8.32,4.47,1.28,16.55,193,0.046,0.04,75,Poor,5.7,985.0,Rural,Good,4027,1176.65,64.99,277.51,2.96,1.24,13.1,High Risk
Manipur,Imphal East,Imphal East_Village_4,High,Very Low,Low,12.4,8.05,4.36,4.36,2.23,17.29,3.42,173,0.079,0.045,97,Good,28.4,863.7,Agricultural,Poor,427,741.5,152.6,67.65,2.88,4.87,28.5,High Risk
Manipur,Imphal East,Imphal East_Village_5,High Risk,Very Low,Moderate,33.0,7.32,3.83,8.08,4.19,13.72,23.75,444,0.063,0.039,0,Poor,26.0,284.2,Agricultural,Moderate,193,1142.96,184.31,162.56,2.75,0.16,10.5,High Risk
Manipur,Imphal East,Imphal East_Village_6,Moderate,High Risk,Very Low,12.6,6.74,7.71,2.09,4.58,11.06,46.2,72,0.013,0.021,19,Poor,20.4,359.0,Agricultural,Moderate,1664,603.95,189.03,29.76,0.55,3.91,6.6,High Risk
Manipur,Imphal East,Imphal East_Village_7,Moderate,Very Low,High Risk,26.2,6.79,8.71,3.58,5.86,5.0,17.34,414,0.023,0.023,96,Moderate,22.7,731.2,Rural,Good,3895,840.41,35.19,75.14,1.87,1.43,28.6,High Risk
Manipur,Imphal East,Imphal East_Village_8,Moderate,High,Low,26.2,8.02,5.69,5.26,4.31,11.18,7.78,492,0.005,0.033,38,Poor,38.4,177.6,Urban,Moderate,4371,664.33,60.01,181.81,2.7,3.78,17.8,High Risk
Manipur,Imphal East,Imphal East_Village_9,High,Low,High,11.3,7.78,2.76,7.19,1.88,10.12,16.78,62,0.016,0.045,58,Good,11.3,154.5,Agricultural,Good,1853,1343.31,181.37,34.09,1.41,4.38,32.2,High Risk
Manipur,Imphal East,Imphal East_Village_10,High Risk,Very Low,Very Low,32.5,7.95,9.1,4.59,1.49,5.88,8.21,59,0.077,0.008,35,Good,17.9,411.8,Urban,Poor,4686,811.04,67.67,349.9,0.19,4.03,8.6,High Risk
Manipur,Imphal East,Imphal East_Village_11,High Risk,High,High,28.4,6.43,2.6,4.17,3.02,8.2,34.05,160,0.017,0.016,44,Poor,16.0,942.6,Agricultural,Poor,4657,922.85,137.17,257.88,0.26,2.11,21.6,High Risk
Manipur,Imphal East,Imphal East_Village_12,High,Low,Moderate,15.6,6.22,8.3,9.12,1.85,6.04,33.37,242,0.055,0.041,53,Moderate,18.8,554.9,Agricultural,Good,4316,1207.85,28.52,385.02,1.53,1.51,19.2,High Risk
Manipur,Imphal East,Imphal East_Village_13,Moderate,Very Low,High,27.9,7.42,0.48,5.31,3.11,3.61,12.78,290,0.023,0.045,26,Poor,29.6,123.4,Agricultural,Poor,3801,668.38,235.55,300.33,1.46,1.85,23.7,High Risk
Manipur,Imphal East,Imphal East_Village_14,Moderate,High Risk,Low,34.5,7.25,5.96,2.73,1.51,3.83,9.88,295,0.03,0.005,40,Moderate,23.6,818.0,Agricultural,Poor,3968,182.48,148.49,294.14,1.92,4.24,9.4,High Risk
Manipur,Imphal East,Imphal East_Village_15,High Risk,Very Low,High Risk,17.0,6.05,0.3,9.25,1.28,18.95,33.05,30,0.071,0.025,28,Moderate,7.2,165.6,Agricultural,Moderate,1955,714.63,142.28,254.42,2.08,2.24,29.1,High Risk
Manipur,Imphal East,Imphal East_Village_16,Moderate,Moderate,Moderate,29.2,7.47,0.52,2.23,0.5,15.07,47.52,241,0.018,0.045,19,Good,5.5,580.8,Industrial,Moderate,4863,463.1,79.55,290.86,0.66,3.94,11.7,Moderate
Manipur,Imphal East,Imphal East_Village_17,High Risk,Very Low,High,24.3,6.19,7.88,8.0,3.34,18.55,23.62,123,0.02,0.027,84,Good,27.9,494.1,Rural,Poor,1043,838.94,58.09,81.49,2.15,2.0,10.0,High Risk
Manipur,Imphal East,Imphal East_Village_18,High,High Risk,High Risk,25.0,6.1,2.66,6.33,3.33,3.71,21.47,345,0.093,0.035,66,Poor,35.7,122.5,Industrial,Good,2294,674.43,21.34,34.76,2.7,4.9,14.5,High Risk
Manipur,Imphal East,Imphal East_Village_19,High Risk,Moderate,Very Low,32.1,6.59,2.62,5.62,3.15,17.17,21.82,161,0.052,0.011,86,Moderate,4.8,871.3,Industrial,Moderate,3809,1315.13,236.76,303.99,1.1,2.03,24.4,High Risk
Manipur,Imphal East,Imphal East_Village_20,Moderate,High,High Risk,33.6,8.25,6.07,9.66,0.77,6.35,48.41,279,0.077,0.005,55,Moderate,2.4,542.8,Agricultural,Good,4514,1208.99,236.32,199.92,0.92,1.92,10.5,High Risk
Manipur,Imphal West,Imphal West_Village_1,Low,Very Low,Moderate,17.6,8.18,7.78,5.11,3.82,17.78,45.87,51,0.001,0.038,81,Poor,29.0,356.0,Urban,Poor,1018,1276.37,82.91,343.74,1.59,1.38,34.8,High Risk
Manipur,Imphal West,Imphal West_Village_2,High Risk,Low,Low,18.7,7.08,8.86,9.78,3.67,10.33,49.77,418,0.018,0.036,10,Good,17.0,945.2,Urban,Moderate,4769,142.5,13.88,188.52,1.0,1.95,23.6,High Risk
Manipur,Imphal West,Imphal West_Village_3,Moderate,High,Low,28.2,7.29,0.52,2.51,1.81,2.94,45.69,336,0.059,0.048,27,Good,11.8,114.2,Urban,Good,335,1247.1,184.72,71.02,0.16,0.15,14.1,Moderate
Manipur,Imphal West,Imphal West_Village_4,Low,Very Low,Very Low,18.3,8.18,4.99,7.14,3.91,10.66,22.96,111,0.041,0.039,11,Moderate,28.9,69.4,Industrial,Good,4928,1444.31,19.23,30.66,0.68,0.82,7.1,High
Manipur,Imphal West,Imphal West_Village_5,Moderate,Moderate,Low,30.3,8.46,3.66,3.74,2.55,13.87,37.67,271,0.033,0.044,18,Good,20.4,88.4,Industrial,Poor,1378,342.32,96.07,100.1,2.5,4.96,20.2,High
Manipur,Imphal West,Imphal West_Village_6,Low,High,High,34.5,7.08,7.18,3.45,3.68,2.44,39.71,170,0.076,0.006,79,Moderate,15.1,857.2,Rural,Good,1019,1061.18,116.43,40.04,1.78,3.23,14.8,High Risk
Manipur,Imphal West,Imphal West_Village_7,High Risk,High,Low,10.1,6.84,5.83,4.5,5.48,9.84,47.65,87,0.068,0.031,40,Good,37.6,666.2,Industrial,Poor,2616,439.27,11.85,63.98,1.5,4.64,19.5,High Risk
Manipur,Imphal West,Imphal West_Village_8,Very Low,Low,High Risk,23.6,8.43,4.53,8.99,1.87,18.51,22.47,97,0.034,0.039,44,Poor,25.9,605.6,Rural,Poor,4106,1095.06,12.31,176.16,0.4,0.78,28.6,Moderate
Manipur,Imphal West,Imphal West_Village_9,High,Very Low,High Risk,27.2,6.32,2.19,2.61,5.77,15.4,2.86,150,0.097,0.026,82,Moderate,39.5,685.6,Urban,Good,3470,1464.44,139.35,116.92,2.97,1.38,13.2,High Risk
Manipur,Imphal West,Imphal West_Village_10,High Risk,Low,Moderate,34.0,6.47,8.45,9.24,1.57,14.51,47.36,110,0.07,0.045,100,Moderate,3.1,98.7,Urban,Moderate,2369,1242.94,12.71,246.76,0.29,4.19,22.4,High Risk
Manipur,Imphal West,Imphal West_Village_11,High Risk,High,Moderate,20.7,8.44,2.09,2.9,5.02,11.25,1.09,363,0.084,0.012,14,Moderate,28.8,323.7,Agricultural,Moderate,853,1260.2,98.92,44.12,1.62,1.84,5.5,High Risk
Manipur,Imphal West,Imphal West_Village_12,High,Low,Very Low,12.3,6.88,3.69,5.62,5.23,14.32,26.13,211,0.067,0.024,85,Moderate,9.6,100.2,Urban,Poor,1369,78.68,191.64,139.78,2.84,0.39,7.2,High Risk
Manipur,Imphal West,Imphal West_Village_13,High,High Risk,Moderate,26.7,7.61,3.53,8.81,3.78,0.94,15.05,118,0.056,0.018,8,Moderate,20.4,863.6,Rural,Poor,755,787.95,109.39,282.1,2.69,1.43,11.4,High Risk
Manipur,Imphal West,Imphal West_Village_14,Moderate,Moderate,Low,30.9,7.39,4.5,7.47,4.16,5.29,33.12,158,0.027,0.013,90,Moderate,16.6,222.8,Urban,Moderate,1903,1147.43,35.82,245.62,0.33,2.38,22.0,High
Manipur,Imphal West,Imphal West_Village_15,Low,Low,High Risk,29.9,7.26,2.9,8.65,4.26,16.57,15.43,432,0.054,0.028,26,Good,7.0,805.2,Industrial,Moderate,2364,78.14,112.85,231.86,1.7,0.08,12.4,High Risk
Manipur,Imphal West,Imphal West_Village_16,High,High,Very Low,26.0,6.78,8.84,2.27,2.92,19.72,32.57,279,0.078,0.049,74,Moderate,23.4,667.1,Agricultural,Moderate,380,1175.12,231.04,269.95,0.9,2.82,26.8,High Risk
Manipur,Imphal West,Imphal West_Village_17,High Risk,Low,Moderate,17.9,8.27,2.48,7.01,0.76,16.26,45.38,92,0.031,0.013,88,Poor,2.5,559.9,Agricultural,Poor,3000,1014.57,198.64,375.74,2.45,1.42,18.7,High
Manipur,Imphal West,Imphal West_Village_18,Low,Low,Low,15.9,6.16,2.16,8.35,1.22,8.65,17.0,138,0.042,0.006,49,Good,0.4,620.1,Agricultural,Moderate,3058,1413.42,239.22,294.82,0.37,3.05,26.6,High
Manipur,Imphal West,Imphal West_Village_19,Moderate,High,Very Low,21.1,6.62,8.51,5.68,0.25,14.56,46.82,190,0.055,0.001,65,Good,31.8,228.7,Rural,Moderate,3089,602.7,226.49,362.17,2.85,2.68,18.9,High Risk
Manipur,Imphal West,Imphal West_Village_20,Very Low,High,Moderate,17.6,7.34,4.3,2.64,0.92,4.86,1.19,498,0.097,0.03,65,Good,5.0,773.3,Rural,Good,1080,772.99,233.26,398.25,2.63,3.77,29.7,High Risk
Manipur,Jiribam,Jiribam_Village_1,Very Low,High Risk,Moderate,30.0,7.35,8.85,4.02,0.97,19.6,34.87,337,0.005,0.043,98,Moderate,1.2,148.7,Rural,Moderate,3768,78.06,165.95,92.45,2.58,0.44,8.0,High
Manipur,Jiribam,Jiribam_Village_2,Moderate,High,Moderate,14.8,7.62,4.86,5.28,1.83,5.02,29.67,333,0.047,0.049,66,Poor,31.2,454.9,Agricultural,Moderate,262,958.32,97.93,49.11,1.24,4.05,19.1,High
Manipur,Jiribam,Jiribam_Village_3,Very Low,Moderate,Moderate,16.7,6.81,8.66,4.68,1.62,10.88,26.78,391,0.058,0.042,14,Good,29.5,283.0,Rural,Moderate,427,1037.96,172.27,182.88,2.17,1.99,10.8,High Risk
Manipur,Jiribam,Jiribam_Village_4,High,Moderate,High,15.1,8.19,4.66,9.52,5.8,5.35,29.53,475,0.016,0.035,28,Poor,21.7,613.5,Agricultural,Poor,1711,57.18,90.24,235.39,1.1,1.2,32.9,High Risk
Manipur,Jiribam,Jiribam_Village_5,Moderate,High Risk,Low,22.5,7.72,7.7,2.28,3.09,8.22,39.44,182,0.053,0.048,95,Poor,33.3,711.6,Agricultural,Poor,3831,295.56,169.81,113.6,0.88,0.67,8.3,High
Manipur,Jiribam,Jiribam_Village_6,High,High,High Risk,31.0,6.96,7.55,2.37,4.68,8.38,0.69,462,0.009,0.048,92,Moderate,25.7,876.7,Rural,Poor,145,424.44,232.35,226.2,2.47,2.67,27.1,High Risk
Manipur,Jiribam,Jiribam_Village_7,Low,Moderate,Low,29.7,7.08,1.41,2.62,0.5,3.85,16.02,204,0.032,0.032,32,Good,20.0,932.9,Agricultural,Moderate,391,1007.38,153.43,357.56,2.09,1.34,30.4,High
Manipur,Jiribam,Jiribam_Village_8,High Risk,High,High,14.9,6.04,7.14,7.14,2.98,19.14,2.52,339,0.021,0.026,32,Poor,25.3,866.9,Rural,Moderate,4180,72.95,72.75,120.88,0.09,4.58,15.0,High Risk
Manipur,Jiribam,Jiribam_Village_9,High Risk,High Risk,Moderate,15.7,6.49,2.36,8.61,0.3,11.33,45.92,268,0.1,0.042,93,Poor,25.8,406.3,Urban,Good,2900,1087.73,206.66,289.94,2.41,3.98,7.6,High Risk
Manipur,Jiribam,Jiribam_Village_10,Moderate,Moderate,Low,29.0,6.14,5.86,2.5,2.74,4.22,41.89,124,0.079,0.026,42,Good,26.2,272.9,Rural,Good,2121,560.57,48.42,24.9,1.08,1.17,17.0,High
Manipur,Jiribam,Jiribam_Village_11,Low,High,High,15.0,7.3,1.73,4.1,4.73,3.63,26.33,304,0.099,0.04,0,Poor,12.8,954.9,Agricultural,Poor,4748,1215.62,31.66,256.18,0.08,0.36,18.6,High Risk
Manipur,Jiribam,Jiribam_Village_12,High Risk,Very Low,High Risk,25.0,6.37,9.85,8.77,5.2,19.51,34.1,317,0.07,0.02,84,Good,38.0,78.1,Urban,Poor,4296,564.61,150.75,314.32,2.99,3.28,23.7,High Risk
Manipur,Jiribam,Jiribam_Village_13,Moderate,Moderate,Very Low,23.0,6.37,6.81,5.79,2.69,18.33,33.01,466,0.006,0.033,88,Moderate,16.2,774.0,Rural,Good,557,1402.08,117.77,227.82,1.3,0.35,8.2,High
Manipur,Jiribam,Jiribam_Village_14,Moderate,Very Low,High Risk,23.9,7.21,8.12,4.12,5.5,13.7,20.33,85,0.049,0.021,20,Good,25.0,661.3,Rural,Good,2107,228.63,190.95,348.04,1.99,0.88,14.1,High Risk
Manipur,Jiribam,Jiribam_Village_15,High,Very Low,High,34.8,6.5,6.22,6.86,1.95,3.34,12.24,113,0.051,0.039,65,Poor,11.1,668.5,Rural,Good,194,212.6,212.93,297.29,2.49,2.3,21.2,High Risk
Manipur,Jiribam,Jiribam_Village_16,High,Very Low,High Risk,16.2,8.48,3.66,5.15,5.68,19.48,16.85,199,0.015,0.048,87,Moderate,36.8,344.7,Rural,Good,4644,1194.37,113.1,394.75,0.74,0.62,20.9,High Risk
Manipur,Jiribam,Jiribam_Village_17,High,High Risk,Low,17.7,7.66,3.76,3.01,1.4,18.24,0.56,318,0.02,0.021,19,Good,36.4,352.7,Urban,Good,3695,446.78,125.12,136.21,1.52,0.02,15.4,High
Manipur,Jiribam,Jiribam_Village_18,Very Low,Very Low,High Risk,30.2,7.77,0.13,9.3,0.06,2.66,27.52,190,0.019,0.044,43,Moderate,23.2,447.9,Agricultural,Good,4005,532.12,142.83,346.67,2.59,2.4,13.5,High Risk
Manipur,Jiribam,Jiribam_Village_19,High Risk,Very Low,Very Low,20.2,7.35,7.86,2.71,5.08,3.07,23.03,167,0.096,0.048,54,Good,4.8,61.0,Rural,Poor,4908,285.17,226.83,71.57,2.79,2.91,10.7,High Risk
Manipur,Jiribam,Jiribam_Village_20,High,High Risk,High,20.5,8.08,0.03,2.7,4.05,8.48,29.93,100,0.029,0.037,95,Moderate,7.5,570.2,Agricultural,Moderate,3104,531.59,215.43,331.44,1.54,3.15,17.3,High Risk
Manipur,Kakching,Kakching_Village_1,Low,High,Very Low,15.8,8.03,1.83,6.37,3.27,0.24,18.7,373,0.015,0.018,86,Good,17.9,286.1,Agricultural,Moderate,2353,1025.91,90.52,82.22,2.93,3.6,26.0,High Risk
Manipur,Kakching,Kakching_Village_2,Moderate,High,High,25.8,8.26,0.33,7.93,3.79,4.68,37.04,92,0.075,0.016,35,Poor,23.9,819.0,Industrial,Good,3890,573.23,61.17,327.56,2.17,1.15,34.7,High Risk
Manipur,Kakching,Kakching_Village_3,Moderate,Low,High,22.2,6.61,3.03,8.31,3.75,16.14,48.92,42,0.031,0.006,4,Poor,23.2,200.2,Urban,Good,3649,644.52,241.02,103.08,2.23,4.52,19.5,High Risk
Manipur,Kakching,Kakching_Village_4,High Risk,Low,Very Low,13.6,6.23,2.84,9.85,0.23,10.15,8.67,200,0.096,0.033,24,Good,14.5,844.0,Industrial,Good,4836,454.84,3.39,53.57,0.33,3.51,14.3,High
Manipur,Kakching,Kakching_Village_5,Very Low,Moderate,High Risk,18.7,6.53,0.05,6.49,2.58,18.01,30.93,159,0.007,0.027,42,Good,0.5,430.9,Agricultural,Poor,205,790.91,64.24,65.36,2.35,1.02,17.8,High Risk
Manipur,Kakching,Kakching_Village_6,High,Very Low,Low,15.1,6.28,4.84,2.87,3.02,18.16,4.75,330,0.028,0.017,73,Good,3.6,385.9,Urban,Good,841,114.37,178.88,380.84,1.18,2.44,18.9,High
Manipur,Kakching,Kakching_Village_7,Low,High,Low,29.2,7.34,4.9,5.87,2.62,2.69,17.98,246,0.047,0.019,4,Poor,31.8,108.0,Urban,Poor,1166,804.13,199.82,31.82,0.38,4.75,22.0,High
