State,District,Village,Population,Pin_Code,Leptospirosis,Norovirus,Legionnaires_Disease,Dysentery_Bacillary,Typhoid_Fever,Rotavirus,Cholera,Giardiasis,Dysentery_Amoebic,Hepatitis_E,Hepatitis_A,Schistosomiasis,Cryptosporidiosis,Acute_Diarrhoeal_Disease,Poliomyelitis,E_coli_Diarrhea,Total_Patients
Arunachal Pradesh,Lower Subansiri,Lower Subansiri_Village_11,6770,161483,2,11,2,8,5,11,4,6,10,0,2,0,2,39,0,18,120
Assam,Goalpara,Goalpara_Village_15,1598,197758,1,3,0,4,3,1,3,0,2,0,0,1,1,11,0,4,34
Arunachal Pradesh,Changlang,Changlang_Village_10,2671,342495,4,8,1,6,1,5,2,2,4,0,1,0,1,20,0,4,59
Arunachal Pradesh,Tawang,Tawang_Village_7,720,131244,0,1,0,0,0,5,0,3,0,0,0,1,0,4,0,2,16
Assam,Kokrajhar,Kokrajhar_Village_4,7370,145814,4,10,1,6,8,19,3,6,10,1,2,0,5,36,0,13,124
Meghalaya,Eastern West Khasi Hills,Eastern West Khasi Hills_Village_10,6490,688861,1,13,0,8,6,19,8,9,6,2,5,0,4,30,0,13,124
Assam,Dhubri,Dhubri_Village_15,3054,378258,0,7,0,5,1,5,2,4,4,1,0,1,1,17,0,5,53
Assam,Karbi Anglong,Karbi Anglong_Village_10,9995,154909,6,15,1,19,12,20,10,10,7,4,3,1,8,59,0,21,196
Arunachal Pradesh,Lower Dibang Valley,Lower Dibang Valley_Village_9,8027,219629,5,13,0,10,8,27,5,7,8,2,0,0,6,47,0,18,156
Arunachal Pradesh,West Siang,West Siang_Village_2,5115,579434,3,7,0,12,9,13,6,4,5,0,0,0,3,25,0,13,100
Arunachal Pradesh,Upper Subansiri,Upper Subansiri_Village_5,8011,627276,1,19,0,14,13,19,6,6,5,1,4,0,2,34,0,24,148
Arunachal Pradesh,Dibang Valley,Dibang Valley_Village_12,8795,725780,3,18,0,15,7,17,9,4,12,2,2,1,3,42,0,16,151
Arunachal Pradesh,Kamle,Kamle_Village_11,4129,282256,3,8,0,6,5,11,1,5,6,1,2,0,3,36,0,5,92
Manipur,Thoubal,Thoubal_Village_14,2639,352674,3,2,1,5,0,3,3,0,3,1,0,0,4,10,0,6,41
Assam,Udalguri,Udalguri_Village_4,664,185168,0,1,0,0,1,3,0,1,0,0,1,0,0,4,0,0,11
Manipur,Imphal West,Imphal West_Village_12,2862,866634,2,3,1,3,2,4,1,4,3,1,1,0,1,13,0,5,44
Nagaland,Wokha,Wokha_Village_4,6706,712879,3,15,1,8,8,19,6,8,13,1,0,0,1,33,1,13,130
Assam,South Salmara-Mankachar,South Salmara-Mankachar_Village_12,5267,517500,3,9,1,10,3,14,2,5,7,0,2,0,1,24,0,12,93
Tripura,West Tripura,West Tripura_Village_18,9219,774567,3,15,0,14,12,25,6,10,15,0,6,1,5,54,0,17,183
Manipur,Pherzawl,Pherzawl_Village_3,4708,163918,2,5,0,5,8,10,7,5,10,1,0,0,3,26,0,14,96
Meghalaya,North Garo Hills,North Garo Hills_Village_10,6424,943135,3,21,0,11,5,14,3,6,5,2,2,0,4,25,0,18,119
Mizoram,Khawzawl,Khawzawl_Village_19,8548,297810,7,23,3,14,11,20,11,6,13,0,2,3,5,30,0,24,172
Nagaland,Longleng,Longleng_Village_20,9497,133955,0,13,0,11,8,16,7,12,8,1,2,0,3,45,0,17,143
Meghalaya,South West Garo Hills,South West Garo Hills_Village_20,6766,660324,2,10,0,5,2,18,2,5,9,1,2,0,1,24,0,11,92
Nagaland,Chümoukedima,Chümoukedima_Village_8,3841,237064,6,6,0,11,0,10,6,4,6,0,0,0,1,19,1,9,79
Nagaland,Chümoukedima,Chümoukedima_Village_1,6825,996114,5,16,0,8,7,20,3,6,7,0,3,0,5,31,1,6,118
Mizoram,Saiha,Saiha_Village_4,4977,691194,2,7,0,5,10,9,5,6,4,1,1,1,4,31,0,8,94
Arunachal Pradesh,Changlang,Changlang_Village_8,5438,666390,3,13,1,7,10,22,7,8,3,5,0,0,1,28,0,11,119
Arunachal Pradesh,Dibang Valley,Dibang Valley_Village_3,5223,363615,1,11,0,9,7,15,4,7,5,1,3,0,0,28,0,11,102
Tripura,West Tripura,West Tripura_Village_17,8505,333524,6,19,0,13,14,26,5,8,11,2,3,1,4,43,1,23,179
Tripura,South Tripura,South Tripura_Village_20,8035,938754,2,17,0,16,3,21,2,13,10,1,3,0,2,31,1,19,141
Assam,Hojai,Hojai_Village_13,2448,901280,2,4,0,5,3,5,0,1,7,0,1,0,0,12,0,6,46
Nagaland,Kiphire,Kiphire_Village_15,1116,901164,0,1,0,5,0,5,1,3,1,0,1,0,2,3,0,0,22
Meghalaya,East Khasi Hills,East Khasi Hills_Village_2,7053,670053,6,11,0,11,8,8,3,4,9,0,3,0,2,38,0,11,114
Assam,Bokajan,Bokajan_Village_2,6314,933510,4,9,0,12,5,10,6,8,6,0,5,0,3,47,0,14,129
Manipur,Pherzawl,Pherzawl_Village_1,8740,331780,4,22,1,15,4,21,9,9,10,1,2,1,3,41,0,19,162
Arunachal Pradesh,Papum Pare,Papum Pare_Village_7,3458,260263,2,7,0,2,3,7,2,2,2,0,1,0,2,16,0,6,52
Manipur,Noney,Noney_Village_4,7068,744793,7,20,2,11,5,15,4,7,7,0,4,1,3,32,0,18,136
Sikkim,North Sikkim,North Sikkim_Village_19,6962,731792,4,11,0,8,7,20,6,6,6,1,1,0,3,38,0,17,128
Assam,Goalpara,Goalpara_Village_18,2331,683397,0,3,0,6,2,4,2,2,1,0,2,0,3,19,0,3,47
Meghalaya,North Garo Hills,North Garo Hills_Village_19,8244,703853,3,13,2,14,9,22,4,8,14,2,4,0,0,26,0,18,139
Arunachal Pradesh,East Kameng,East Kameng_Village_15,8379,514850,2,13,1,11,11,21,10,3,12,1,1,0,3,36,0,13,138
Nagaland,Dimapur,Dimapur_Village_15,8814,361250,4,17,0,11,14,27,6,8,10,1,2,0,5,52,0,21,178
Manipur,Imphal East,Imphal East_Village_8,6866,784607,4,17,1,7,6,9,3,5,10,0,3,0,4,41,0,15,125
Mizoram,Hnahthial,Hnahthial_Village_9,2175,542828,1,4,0,7,2,3,1,0,2,1,3,0,1,10,0,3,38
Meghalaya,Ri Bhoi,Ri Bhoi_Village_9,5073,744333,1,5,0,7,7,10,4,2,3,2,2,0,2,20,0,8,73
Manipur,Chandel,Chandel_Village_6,3597,688132,3,8,1,5,4,10,2,2,4,1,0,0,3,26,0,9,78
Arunachal Pradesh,Kurung Kumey,Kurung Kumey_Village_14,9838,680828,5,26,1,20,8,18,9,8,12,2,1,0,4,53,0,23,190
Tripura,South Tripura,South Tripura_Village_19,6519,823415,0,21,2,6,12,18,5,7,4,1,3,1,5,19,1,5,110
Assam,Majuli,Majuli_Village_8,3733,975522,4,10,1,2,2,17,1,2,3,2,0,1,2,25,0,5,77
Nagaland,Kiphire,Kiphire_Village_5,9983,329659,2,24,0,16,13,34,5,5,13,2,0,0,5,53,0,27,199
Nagaland,Wokha,Wokha_Village_7,6331,688730,1,14,1,5,8,18,2,7,7,1,0,0,1,33,0,9,107
Assam,Morigaon,Morigaon_Village_10,8512,924613,2,16,2,16,8,13,2,8,13,4,2,0,0,52,0,16,154
Assam,Tamulpur,Tamulpur_Village_19,9208,393308,7,18,1,13,7,22,8,5,11,0,1,0,4,39,0,22,158
Manipur,Kangpokpi,Kangpokpi_Village_15,572,412856,1,1,0,1,1,1,0,0,0,0,1,0,1,2,0,0,9
Assam,Biswanath,Biswanath_Village_10,7949,839485,4,29,0,16,6,22,6,7,8,2,3,0,3,36,0,18,160
Assam,Goalpara,Goalpara_Village_9,1757,427730,1,2,0,0,2,4,1,0,3,1,0,0,1,5,0,5,25
Arunachal Pradesh,Tawang,Tawang_Village_18,4752,263032,3,11,0,6,7,13,4,4,7,1,2,0,6,24,2,14,104
Assam,Nalbari,Nalbari_Village_3,6753,879414,5,16,0,8,5,10,6,8,6,3,2,0,3,44,0,11,127
Nagaland,Mon,Mon_Village_15,1725,454366,0,3,0,2,2,5,2,1,1,1,0,0,2,12,0,2,33
Arunachal Pradesh,Lepa Rada,Lepa Rada_Village_6,3701,636004,4,2,0,4,1,11,5,1,4,0,0,0,3,22,0,6,63
Arunachal Pradesh,Namsai,Namsai_Village_9,4137,824156,4,10,0,3,5,8,5,5,6,2,1,1,2,21,0,8,81
Manipur,Jiribam,Jiribam_Village_9,4574,445637,1,8,0,5,4,15,2,5,4,1,1,0,7,16,0,12,81
Nagaland,Shamator,Shamator_Village_2,6302,121215,2,9,0,11,8,10,2,4,7,0,1,0,3,23,0,6,86
Assam,Chirang,Chirang_Village_10,5749,943298,4,13,0,7,7,14,4,8,4,1,1,0,5,29,0,12,109
Arunachal Pradesh,West Kameng,West Kameng_Village_12,1339,148050,0,1,1,5,1,3,0,1,0,0,2,0,0,5,0,1,20
Manipur,Kakching,Kakching_Village_2,3818,329772,4,4,0,8,5,7,0,3,3,1,2,1,3,12,0,12,65
Assam,Dhubri,Dhubri_Village_3,9807,326441,5,24,2,17,12,31,11,9,11,3,2,0,7,59,0,13,206
Assam,Kokrajhar,Kokrajhar_Village_12,3378,485709,1,9,1,3,2,7,4,0,7,0,2,1,3,12,0,2,54
Mizoram,Lunglei,Lunglei_Village_14,7657,635593,6,18,0,13,10,25,7,4,11,1,1,0,1,37,1,20,155
Arunachal Pradesh,East Siang,East Siang_Village_15,358,217308,0,3,0,0,0,2,0,0,0,0,0,0,0,2,0,1,8
Mizoram,Saiha,Saiha_Village_1,1615,679958,0,1,0,4,1,5,0,0,3,0,1,1,1,10,0,4,31
Assam,West Karbi Anglong,West Karbi Anglong_Village_5,5428,353480,0,12,0,12,5,14,8,5,7,1,1,0,1,16,0,11,93
Arunachal Pradesh,Changlang,Changlang_Village_7,4651,452161,2,6,1,6,4,20,3,4,7,1,3,1,3,17,0,5,83
Assam,Barpeta,Barpeta_Village_1,1727,335615,0,5,0,4,2,2,2,2,0,1,1,0,0,7,0,4,30
Manipur,Kangpokpi,Kangpokpi_Village_4,7087,492650,2,13,0,14,8,20,7,5,10,0,0,0,1,45,0,11,136
Assam,Sonitpur,Sonitpur_Village_7,4464,838237,1,7,0,8,4,15,5,6,5,1,2,0,6,34,1,7,102
Tripura,North Tripura,North Tripura_Village_20,2128,396439,1,3,1,4,3,6,2,2,2,0,2,0,0,6,0,4,36
Arunachal Pradesh,Tirap,Tirap_Village_2,8014,106182,7,25,1,10,13,12,8,5,7,4,2,0,3,39,0,13,149
Arunachal Pradesh,Lower Subansiri,Lower Subansiri_Village_8,4072,274389,1,7,1,10,4,12,1,5,5,0,3,0,3,26,0,12,90
Mizoram,Serchhip,Serchhip_Village_18,1002,810078,0,4,1,1,1,3,0,0,1,1,0,0,0,3,0,2,17
Sikkim,West Sikkim,West Sikkim_Village_4,3833,102303,1,11,1,1,4,8,4,9,3,0,2,0,3,19,0,7,73
Assam,South Salmara-Mankachar,South Salmara-Mankachar_Village_8,9576,486831,4,26,0,23,9,27,7,10,12,3,4,0,3,44,0,17,189
Assam,Jorhat,Jorhat_Village_9,7043,403578,2,19,1,7,7,26,10,6,9,1,2,0,2,32,0,12,136
Assam,Lakhimpur,Lakhimpur_Village_7,2826,386042,2,5,1,4,2,7,2,1,5,1,0,0,0,11,1,6,48
Assam,Sivasagar,Sivasagar_Village_13,730,734487,0,1,0,3,1,1,1,2,1,0,0,0,2,1,0,2,15
Arunachal Pradesh,Lower Subansiri,Lower Subansiri_Village_16,7130,830429,4,15,1,9,8,14,5,6,10,0,4,1,4,33,0,9,123
Mizoram,Champhai,Champhai_Village_6,7729,117072,2,11,3,9,8,17,4,6,10,0,3,1,2,43,0,18,137
Meghalaya,West Jaintia Hills,West Jaintia Hills_Village_3,8569,218710,1,10,0,18,8,18,10,7,8,3,2,1,4,49,0,22,161
Assam,Morigaon,Morigaon_Village_3,7232,101640,2,17,1,5,9,26,3,10,5,2,1,1,4,30,0,19,135
Nagaland,Chümoukedima,Chümoukedima_Village_3,9213,361989,3,15,5,18,11,16,10,10,9,6,3,0,4,38,0,25,173
Sikkim,West Sikkim,West Sikkim_Village_3,1796,896204,0,3,0,1,1,6,2,1,3,0,0,0,1,14,1,8,41
Nagaland,Zunheboto,Zunheboto_Village_3,4450,538897,1,9,0,10,1,12,4,3,4,0,0,1,2,27,0,9,83
Tripura,Khowai,Khowai_Village_17,3942,335217,1,8,0,7,2,7,2,3,5,1,1,0,2,12,0,7,58
Sikkim,South Sikkim,South Sikkim_Village_1,9175,429159,5,13,1,13,10,26,8,9,9,6,3,0,5,40,0,21,169
Assam,Bokajan,Bokajan_Village_4,6190,891638,1,12,1,12,8,19,6,4,7,0,2,2,1,43,0,11,129
Meghalaya,East Jaintia Hills,East Jaintia Hills_Village_12,1760,242175,2,2,0,6,2,2,0,3,1,1,1,0,0,13,0,2,35
Tripura,Unakoti,Unakoti_Village_3,2371,829987,2,6,0,2,1,11,1,2,1,0,1,0,2,8,0,3,40
Manipur,Thoubal,Thoubal_Village_10,8428,952657,5,17,3,15,9,24,8,5,6,0,3,0,3,40,0,13,151
Meghalaya,North Garo Hills,North Garo Hills_Village_2,8133,920685,6,19,1,8,9,30,5,14,8,2,3,1,3,37,0,13,159
Mizoram,Mamit,Mamit_Village_19,7820,396020,6,13,1,12,9,24,8,8,12,2,0,0,8,46,0,21,170
Assam,Kamrup,Kamrup_Village_16,9694,570711,3,13,3,21,7,36,11,7,12,0,4,0,1,56,0,13,187
Sikkim,West Sikkim,West Sikkim_Village_8,1941,148001,0,2,1,6,1,3,2,3,3,0,0,0,1,17,0,4,43
Assam,Karimganj,Karimganj_Village_19,5717,903531,5,10,1,11,13,20,2,3,5,4,3,0,2,22,0,7,108
Tripura,Dhalai,Dhalai_Village_19,7696,250181,1,8,0,12,6,14,7,8,13,1,2,0,4,44,0,24,144
Arunachal Pradesh,Tirap,Tirap_Village_7,3813,611945,1,2,0,7,2,13,4,3,4,0,0,0,3,15,0,8,62
Nagaland,Noklak,Noklak_Village_15,9862,338564,8,27,0,17,14,26,9,17,16,5,1,0,7,34,0,21,202
Sikkim,Pakyong,Pakyong_Village_15,969,500118,0,3,0,2,0,3,0,1,1,0,0,0,0,6,0,4,20
Manipur,Ukhrul,Ukhrul_Village_19,4793,669408,3,11,0,5,5,9,2,7,8,1,2,0,3,21,0,9,86
Arunachal Pradesh,Anjaw,Anjaw_Village_6,9633,810250,4,19,2,11,14,25,9,13,17,5,2,0,4,43,0,18,186
Mizoram,Champhai,Champhai_Village_19,4036,550081,1,7,0,7,2,4,1,1,6,0,1,0,4,18,0,17,69
Mizoram,Kolasib,Kolasib_Village_20,8409,904373,5,17,1,14,6,24,6,10,16,0,3,0,5,44,0,20,171
Arunachal Pradesh,Upper Siang,Upper Siang_Village_4,3364,517821,0,6,0,4,4,8,3,5,3,0,0,0,3,20,0,5,61
Meghalaya,North Garo Hills,North Garo Hills_Village_16,5347,286266,2,16,2,5,5,14,3,7,8,1,2,0,4,30,0,11,110
Assam,Karimganj,Karimganj_Village_17,9043,975686,10,17,1,13,10,21,10,7,8,2,2,0,5,48,0,15,169
Tripura,Unakoti,Unakoti_Village_17,4486,786789,2,6,1,11,2,6,5,8,4,1,2,0,2,28,0,10,88
Arunachal Pradesh,Shi Yomi,Shi Yomi_Village_13,8902,686075,3,21,0,11,12,16,4,10,14,0,3,0,6,40,0,17,157
Manipur,Senapati,Senapati_Village_20,3550,515898,1,10,1,6,5,5,2,3,8,2,1,1,0,19,0,6,70
Sikkim,North Sikkim,North Sikkim_Village_18,2385,244892,0,0,0,2,4,3,3,2,2,0,0,0,1,13,0,8,38
Nagaland,Noklak,Noklak_Village_11,1209,258471,0,0,0,1,1,6,1,0,1,0,0,0,2,8,0,2,22
Manipur,Jiribam,Jiribam_Village_13,6090,826420,3,12,1,9,8,18,2,10,5,1,2,0,0,20,0,16,107
Assam,Lakhimpur,Lakhimpur_Village_9,2614,971415,2,5,0,7,5,7,1,2,4,0,0,0,1,13,0,5,52
Manipur,Senapati,Senapati_Village_15,5655,417915,3,15,0,7,7,17,6,4,4,2,1,0,3,33,0,13,115
Assam,Chirang,Chirang_Village_1,5035,442589,2,14,0,9,6,9,3,8,5,0,1,0,1,18,0,12,88
Assam,Karimganj,Karimganj_Village_16,1857,632351,2,3,2,4,1,7,3,1,1,0,0,0,1,6,0,4,35
Arunachal Pradesh,Longding,Longding_Village_11,1324,919182,0,4,0,1,2,2,2,3,0,0,0,0,1,7,0,1,23
Assam,Barpeta,Barpeta_Village_7,8105,595158,4,9,1,13,7,20,9,7,10,2,1,0,1,42,0,20,146
Assam,Nagaon,Nagaon_Village_5,7812,829168,4,16,0,14,5,23,6,16,15,0,2,0,3,47,0,13,164
Assam,Hojai,Hojai_Village_5,2016,397005,2,2,1,4,4,8,1,0,0,1,0,1,1,11,0,4,40
Assam,Majuli,Majuli_Village_3,7940,829884,2,7,2,17,6,23,4,4,6,1,5,1,6,41,0,17,142
Nagaland,Mokokchung,Mokokchung_Village_3,3819,770718,2,11,0,5,2,7,5,2,5,0,1,0,1,17,0,10,68
Meghalaya,South Garo Hills,South Garo Hills_Village_13,9570,646417,7,13,1,8,9,19,3,9,13,2,2,0,2,54,0,17,159
Nagaland,Shamator,Shamator_Village_20,8503,522979,10,10,2,10,12,13,5,7,11,3,2,0,7,51,1,17,161
Mizoram,Khawzawl,Khawzawl_Village_11,2490,359822,0,10,0,4,4,6,2,3,1,2,0,0,1,14,0,2,49
Assam,Hailakandi,Hailakandi_Village_14,9499,725185,10,24,0,10,8,19,2,5,8,0,4,1,3,51,1,7,153
Manipur,Pherzawl,Pherzawl_Village_11,7021,528090,5,13,2,14,7,18,5,17,16,2,5,0,1,41,0,14,160
Assam,Goalpara,Goalpara_Village_19,1182,714953,2,1,0,1,2,3,0,1,3,0,0,0,0,0,0,2,15
Manipur,Jiribam,Jiribam_Village_1,5572,190951,2,11,2,10,3,17,7,9,7,2,1,0,2,31,0,14,118
Meghalaya,East Khasi Hills,East Khasi Hills_Village_6,1592,214682,0,3,0,5,2,6,0,2,1,0,0,0,1,4,0,3,27
Sikkim,East Sikkim,East Sikkim_Village_11,1689,930244,1,8,1,5,1,8,1,2,1,0,0,0,2,8,0,5,43
Assam,Nalbari,Nalbari_Village_13,5013,436814,2,12,0,4,3,17,6,5,5,3,2,0,3,32,0,16,110
Mizoram,Saitual,Saitual_Village_7,1591,708982,0,5,0,6,2,4,1,4,0,0,1,0,1,13,0,1,38
Assam,Morigaon,Morigaon_Village_14,6538,491435,2,16,0,10,6,14,3,7,7,1,0,0,3,36,1,16,122
Manipur,Noney,Noney_Village_2,3288,860242,0,4,0,0,1,4,7,6,3,1,1,0,3,24,0,10,64
Nagaland,Shamator,Shamator_Village_17,1120,640299,0,3,0,2,1,3,3,1,1,0,1,0,0,10,0,3,28
Nagaland,Noklak,Noklak_Village_2,4541,195563,1,10,0,5,3,13,3,1,3,0,1,0,0,13,0,9,62
Mizoram,Lunglei,Lunglei_Village_3,8768,642347,3,24,1,17,14,22,5,8,8,4,1,2,8,40,0,13,170
Arunachal Pradesh,Kra Daadi,Kra Daadi_Village_7,7949,946721,5,13,1,10,7,13,6,6,9,1,4,0,5,47,0,14,141
Assam,Kamrup Metropolitan,Kamrup Metropolitan_Village_8,1132,486649,0,1,0,1,2,3,0,1,1,0,0,0,0,6,1,2,18
Nagaland,Mon,Mon_Village_10,4478,209812,6,8,0,6,6,13,2,2,5,1,5,0,4,19,0,16,93
Manipur,Kakching,Kakching_Village_8,3778,898867,2,7,0,5,5,15,3,2,7,0,1,0,1,20,0,7,75
Assam,Morigaon,Morigaon_Village_8,6108,170966,3,19,2,9,6,17,7,5,8,1,2,0,1,33,0,12,125
Arunachal Pradesh,Tirap,Tirap_Village_16,6655,720644,3,11,1,9,5,19,7,10,9,0,0,0,1,29,0,13,117
Assam,Morigaon,Morigaon_Village_4,5980,352249,2,11,0,8,7,23,5,8,12,1,2,0,1,34,0,14,128
Manipur,Tengnoupal,Tengnoupal_Village_4,8205,858705,2,22,1,15,7,22,8,4,11,2,4,0,2,45,0,17,162
Assam,Darrang,Darrang_Village_3,6286,213609,5,13,1,8,3,17,3,10,6,2,1,1,6,42,0,13,131
Assam,Hojai,Hojai_Village_8,5253,147623,2,12,0,6,4,12,7,6,5,1,1,0,4,34,0,9,103
Meghalaya,North Garo Hills,North Garo Hills_Village_14,5122,436241,0,12,2,6,10,14,3,5,6,1,0,2,2,28,0,9,100
Assam,Majuli,Majuli_Village_5,7885,570392,4,17,2,13,6,23,11,9,9,3,1,0,3,49,0,21,171
Manipur,Bishnupur,Bishnupur_Village_14,6429,254954,6,10,0,9,5,22,9,4,16,4,4,0,3,27,0,11,130
Nagaland,Phek,Phek_Village_12,5833,530849,3,7,1,11,6,9,6,7,7,0,1,0,3,38,0,7,106
Arunachal Pradesh,Lower Subansiri,Lower Subansiri_Village_1,3206,392075,1,6,0,3,0,9,3,2,4,1,2,0,1,15,0,6,53
Arunachal Pradesh,East Siang,East Siang_Village_18,790,975136,0,2,0,2,0,2,0,1,0,1,0,0,1,3,1,1,14
Nagaland,Mon,Mon_Village_17,8109,838726,4,22,2,11,8,24,4,5,8,0,3,0,3,26,0,13,133
Mizoram,Saitual,Saitual_Village_4,919,342716,0,4,1,0,0,2,0,1,2,0,0,0,0,2,0,1,13
Nagaland,Zunheboto,Zunheboto_Village_12,5118,986486,5,23,0,12,5,12,3,4,8,2,2,0,4,30,0,11,121
Mizoram,Khawzawl,Khawzawl_Village_5,7448,327797,1,15,1,14,11,19,4,7,10,1,2,2,4,46,0,10,147
Meghalaya,East Khasi Hills,East Khasi Hills_Village_20,6608,585556,2,9,1,7,12,15,4,10,11,1,0,0,0,29,0,10,111
Arunachal Pradesh,West Kameng,West Kameng_Village_3,5835,733052,1,11,0,8,4,12,2,3,6,0,1,0,6,37,0,11,102
Assam,Dhemaji,Dhemaji_Village_12,6723,389282,9,18,1,6,6,20,5,2,6,1,2,0,6,32,1,17,132
Assam,Udalguri,Udalguri_Village_18,3542,456717,1,5,0,5,6,6,8,5,4,0,1,0,3,14,0,7,65
Meghalaya,South Garo Hills,South Garo Hills_Village_11,1587,860053,2,0,0,1,0,5,0,2,1,1,0,0,0,9,0,5,26
Assam,Kamrup,Kamrup_Village_12,2704,897143,2,2,1,3,5,11,4,2,3,0,1,0,3,18,1,5,61
Meghalaya,South Garo Hills,South Garo Hills_Village_3,6885,208310,5,16,0,5,7,14,4,4,4,2,3,0,2,33,0,15,114
Arunachal Pradesh,Tawang,Tawang_Village_11,3457,850800,4,5,0,1,5,13,1,1,2,0,0,1,1,13,0,3,50
Mizoram,Lawngtlai,Lawngtlai_Village_9,5553,509711,5,9,0,9,3,10,5,5,8,1,1,1,4,21,0,6,88
Tripura,Unakoti,Unakoti_Village_14,8197,218423,9,21,2,13,10,19,5,6,12,0,3,0,3,44,1,18,166
Mizoram,Hnahthial,Hnahthial_Village_18,2540,171734,1,6,0,3,1,6,4,0,3,1,0,0,0,15,0,3,43
Manipur,Imphal West,Imphal West_Village_16,5723,929179,1,10,0,8,10,12,4,1,8,1,2,1,1,18,0,16,93
Assam,Dibrugarh,Dibrugarh_Village_15,2267,388375,2,3,0,4,2,7,2,2,1,0,0,0,1,14,1,3,42
Assam,Cachar,Cachar_Village_7,9754,250069,7,24,2,19,5,28,9,4,6,2,5,0,3,56,1,25,196
Mizoram,Lunglei,Lunglei_Village_18,2777,367508,0,5,0,2,3,6,4,2,2,0,0,0,0,12,0,5,41
Sikkim,South Sikkim,South Sikkim_Village_6,5857,805034,5,6,0,6,9,17,5,6,3,2,1,1,2,33,0,10,106
Arunachal Pradesh,Kra Daadi,Kra Daadi_Village_10,7262,471507,6,15,0,13,7,15,6,6,15,1,2,0,2,35,0,12,135
Assam,Jorhat,Jorhat_Village_4,893,557409,0,1,0,1,1,3,1,2,0,0,0,0,0,5,0,3,17
Arunachal Pradesh,Changlang,Changlang_Village_4,4119,387936,1,4,0,2,1,15,4,1,9,1,0,0,1,16,0,2,57
Mizoram,Hnahthial,Hnahthial_Village_16,6470,911032,1,10,1,10,7,20,4,5,10,2,2,0,2,32,0,9,115
Nagaland,Peren,Peren_Village_10,3357,232315,1,6,0,5,3,7,2,3,3,1,1,0,0,18,0,9,59
Manipur,Imphal East,Imphal East_Village_5,7939,205428,4,15,1,7,5,11,1,7,11,1,4,1,5,46,0,14,133
Sikkim,West Sikkim,West Sikkim_Village_20,9847,229204,3,23,0,20,18,24,3,13,10,1,6,0,6,51,0,26,204
Arunachal Pradesh,Tawang,Tawang_Village_15,306,895667,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
Assam,Kokrajhar,Kokrajhar_Village_8,7555,345369,5,13,3,15,9,22,3,10,8,2,1,1,3,34,0,21,150
Arunachal Pradesh,East Siang,East Siang_Village_16,1432,824586,0,4,0,0,1,5,2,0,3,0,0,0,1,8,0,3,27
Meghalaya,East Jaintia Hills,East Jaintia Hills_Village_4,1172,697766,0,0,0,2,1,4,0,3,0,1,0,0,0,4,0,1,16
Tripura,Dhalai,Dhalai_Village_9,9761,708502,7,18,2,11,10,26,9,12,10,2,4,0,6,52,0,16,185
Assam,Tamulpur,Tamulpur_Village_3,997,152995,2,3,0,2,2,4,0,1,2,0,1,0,0,6,0,2,25
Mizoram,Aizawl,Aizawl_Village_11,1726,866437,0,2,0,1,0,6,1,2,1,0,0,0,0,11,0,6,30
Meghalaya,South West Khasi Hills,South West Khasi Hills_Village_15,1225,705393,0,2,0,1,3,5,1,5,1,0,0,0,0,5,0,3,26
Assam,Kamrup,Kamrup_Village_5,2068,656379,0,5,1,3,1,7,2,4,0,1,1,0,0,8,0,10,43
Arunachal Pradesh,Itanagar Capital Complex,Itanagar Capital Complex_Village_17,853,553014,0,3,0,2,0,2,3,0,0,0,0,0,1,7,0,4,22
Meghalaya,East Garo Hills,East Garo Hills_Village_6,5103,270341,2,6,0,10,6,11,1,6,5,0,2,0,3,29,0,6,87
Assam,Biswanath,Biswanath_Village_18,451,857537,1,0,0,1,0,0,0,1,1,0,0,1,0,3,0,2,10
Arunachal Pradesh,West Siang,West Siang_Village_16,8866,108203,4,16,1,21,10,20,5,10,8,2,4,1,7,51,0,17,177
Manipur,Churachandpur,Churachandpur_Village_18,1989,745584,3,2,0,0,1,6,2,2,2,0,1,0,1,12,0,6,38
Arunachal Pradesh,Lepa Rada,Lepa Rada_Village_9,1589,397571,1,0,1,7,2,5,1,1,1,0,1,0,0,7,0,2,29
Assam,Kokrajhar,Kokrajhar_Village_11,7884,975679,5,12,0,21,7,27,7,7,7,1,4,0,3,41,0,29,171
Tripura,Unakoti,Unakoti_Village_8,9521,811346,5,19,3,16,10,35,9,3,13,5,6,2,7,51,0,19,203
Mizoram,Saitual,Saitual_Village_19,4027,178315,0,13,1,6,3,7,0,4,5,1,3,0,0,21,0,10,74
Tripura,West Tripura,West Tripura_Village_19,6403,522866,4,10,0,15,3,15,5,6,15,0,1,0,6,35,1,9,125
Assam,Tinsukia,Tinsukia_Village_1,2302,969325,2,6,1,5,3,6,2,2,2,0,0,0,1,15,0,8,53
Meghalaya,Ri Bhoi,Ri Bhoi_Village_7,7701,747351,5,22,2,10,9,22,10,8,3,1,4,1,7,43,0,12,159
Assam,Baksa,Baksa_Village_10,7442,896907,0,14,1,6,6,14,7,8,11,1,3,0,4,47,0,21,143
Arunachal Pradesh,Lower Subansiri,Lower Subansiri_Village_17,9305,794022,4,18,2,12,10,24,16,13,10,2,2,0,4,44,0,22,183
Arunachal Pradesh,Lohit,Lohit_Village_20,6013,936587,10,12,0,10,5,14,3,9,3,1,0,0,5,36,0,13,121
